Date,User_ID,Session_Duration,Page_Views,Source,Medium,Campaign,Device_Category,Country,New_User,Conversions,Revenue
2023-06-03,2812,325,8,Social,Social Media,Summer Sale,Mobile,Canada,1,3,363
2023-06-21,2813,539,7,Referral,Organic Search,Winter Campaign,Desktop,France,1,3,381
2023-06-25,2814,344,5,Social,Direct,,Tablet,Germany,1,1,68
2023-06-15,2815,328,6,Organic,Referral,Summer Sale,Mobile,Australia,1,0,0
2023-06-08,2816,515,4,Direct,Direct,,Tablet,UK,1,2,190
2023-06-12,2817,331,6,Direct,Organic Search,Spring Promo,Tablet,Canada,0,1,125
2023-06-28,2818,429,10,Social,Organic Search,Spring Promo,Desktop,Canada,0,0,0
2023-06-08,2819,556,10,Direct,Direct,Spring Promo,Mobile,USA,0,1,103
2023-06-21,2820,501,3,Social,Direct,Winter Campaign,Tablet,France,0,1,81
2023-06-11,2821,219,5,Social,Direct,Summer Sale,Mobile,France,0,3,321
2023-06-01,2822,73,3,Social,Referral,,Desktop,Canada,0,0,0
2023-06-22,2823,337,7,Direct,Organic Search,Winter Campaign,Desktop,Germany,0,0,0
2023-06-25,2824,97,10,Social,Organic Search,Summer Sale,Mobile,Germany,1,1,143
2023-06-15,2825,392,8,Direct,Social Media,Spring Promo,Desktop,France,0,3,381
2023-06-18,2826,60,2,Referral,Organic Search,Spring Promo,Mobile,Australia,1,2,176
2023-06-05,2827,114,3,Social,Organic Search,Summer Sale,Mobile,Germany,1,2,168
2023-06-23,2828,221,2,Social,Direct,Winter Campaign,Mobile,India,0,1,53
2023-06-27,2829,286,2,Referral,Organic Search,,Mobile,Australia,0,3,402
2023-06-26,2830,269,4,Direct,Direct,Summer Sale,Desktop,Australia,0,1,100
2023-06-20,2831,337,1,Organic,Direct,Winter Campaign,Desktop,Canada,1,2,258
2023-06-27,2832,205,7,Social,Organic Search,Summer Sale,Tablet,Germany,0,3,192
2023-06-18,2833,358,10,Referral,Social Media,Summer Sale,Desktop,UK,1,1,136
2023-06-16,2834,306,2,Social,Organic Search,Winter Campaign,Desktop,USA,1,3,444
2023-06-22,2835,208,2,Social,Direct,Summer Sale,Mobile,Canada,1,2,190
2023-06-15,2836,569,8,Organic,Social Media,Winter Campaign,Mobile,Germany,1,2,292
2023-06-11,2837,513,4,Referral,Referral,Winter Campaign,Desktop,UK,1,3,429
2023-06-16,2838,523,10,Referral,Direct,Spring Promo,Mobile,USA,0,1,50
2023-06-28,2839,457,1,Social,Direct,,Tablet,USA,0,0,0
2023-06-01,2840,416,10,Social,Organic Search,Spring Promo,Tablet,India,0,0,0
2023-06-18,2841,109,6,Referral,Referral,,Mobile,UK,1,2,116
2023-06-14,2842,535,3,Organic,Social Media,Winter Campaign,Tablet,France,1,0,0
2023-06-16,2843,300,8,Organic,Direct,,Mobile,India,0,2,174
2023-06-08,2844,125,1,Referral,Direct,,Desktop,USA,1,0,0
2023-06-04,2845,151,7,Organic,Direct,Spring Promo,Desktop,Germany,1,3,255
2023-06-09,2846,543,6,Organic,Organic Search,,Mobile,India,1,0,0
2023-06-25,2847,544,7,Social,Direct,,Desktop,Australia,1,3,426
2023-06-20,2848,487,10,Organic,Referral,Summer Sale,Mobile,Australia,1,0,0
2023-06-09,2849,441,10,Organic,Referral,Winter Campaign,Tablet,Australia,0,2,248
2023-06-07,2850,290,4,Referral,Direct,Summer Sale,Mobile,UK,1,3,300
2023-06-11,2851,494,9,Direct,Social Media,Summer Sale,Tablet,India,1,0,0
2023-06-03,2852,476,6,Organic,Organic Search,Winter Campaign,Tablet,Canada,0,0,0
2023-06-23,2853,112,8,Direct,Social Media,Winter Campaign,Tablet,Canada,1,2,134
2023-06-07,2854,178,8,Social,Social Media,,Tablet,Germany,1,3,444
2023-06-12,2855,198,3,Organic,Direct,Summer Sale,Desktop,India,0,1,99
2023-06-26,2856,517,10,Organic,Organic Search,Summer Sale,Tablet,France,1,2,240
2023-06-26,2857,390,6,Organic,Organic Search,,Tablet,USA,1,0,0
2023-06-27,2858,319,6,Organic,Social Media,Winter Campaign,Desktop,Australia,1,3,438
2023-06-14,2859,487,4,Direct,Direct,Spring Promo,Tablet,Canada,1,0,0
2023-06-11,2860,390,9,Direct,Direct,Winter Campaign,Mobile,France,0,1,104
2023-06-07,2861,455,8,Direct,Direct,Winter Campaign,Desktop,USA,1,3,264
2023-06-30,2862,380,4,Social,Referral,Winter Campaign,Mobile,Germany,0,0,0
2023-06-21,2863,591,3,Organic,Direct,Winter Campaign,Mobile,UK,0,1,106
2023-06-17,2864,237,9,Direct,Direct,,Mobile,UK,1,1,69
2023-06-30,2865,117,3,Organic,Direct,Winter Campaign,Tablet,UK,0,3,231
2023-06-21,2866,525,6,Social,Social Media,Winter Campaign,Tablet,USA,1,3,237
2023-06-20,2867,525,6,Direct,Organic Search,Winter Campaign,Mobile,Canada,1,0,0
2023-06-06,2868,592,2,Organic,Organic Search,Winter Campaign,Mobile,India,0,1,102
2023-06-10,2869,77,3,Organic,Organic Search,,Mobile,France,1,0,0
2023-06-03,2870,210,5,Organic,Referral,Winter Campaign,Tablet,France,1,3,303
2023-06-11,2871,108,9,Referral,Social Media,Spring Promo,Desktop,Canada,0,0,0
2023-06-28,2872,299,1,Referral,Direct,Spring Promo,Tablet,Australia,1,2,206
2023-06-01,2873,102,7,Organic,Direct,,Desktop,India,1,3,201
2023-06-16,2874,120,8,Referral,Referral,Summer Sale,Mobile,Australia,1,2,300
2023-06-27,2875,334,8,Direct,Organic Search,Summer Sale,Desktop,UK,1,0,0
2023-06-28,2876,320,9,Social,Organic Search,,Tablet,Germany,0,1,65
2023-06-15,2877,91,9,Direct,Organic Search,Winter Campaign,Desktop,Australia,0,0,0
2023-06-23,2878,575,7,Direct,Social Media,Summer Sale,Desktop,Germany,1,0,0
2023-06-17,2879,111,8,Organic,Organic Search,,Tablet,Germany,1,0,0
2023-06-29,2880,213,9,Organic,Direct,Summer Sale,Tablet,USA,1,0,0
2023-06-23,2881,322,3,Direct,Referral,Summer Sale,Mobile,Canada,1,2,102
2023-06-07,2882,194,3,Direct,Referral,Summer Sale,Desktop,Australia,1,1,69
2023-06-28,2883,450,2,Direct,Referral,Summer Sale,Mobile,UK,1,0,0
2023-06-15,2884,482,9,Referral,Organic Search,Winter Campaign,Desktop,France,1,3,312
2023-06-11,2885,450,6,Organic,Organic Search,,Mobile,UK,0,0,0
2023-06-27,2886,60,4,Referral,Organic Search,Summer Sale,Mobile,USA,1,3,285
2023-06-21,2887,365,2,Referral,Social Media,Summer Sale,Tablet,UK,0,2,174
2023-06-13,2888,391,2,Referral,Referral,Spring Promo,Mobile,Australia,1,3,285
2023-06-10,2889,206,2,Social,Direct,,Tablet,Germany,0,3,408
2023-06-28,2890,147,6,Direct,Referral,Spring Promo,Desktop,India,0,2,112
2023-06-07,2891,171,6,Social,Social Media,,Desktop,France,0,1,131
2023-06-21,2892,76,4,Organic,Referral,Spring Promo,Desktop,Germany,1,1,138
2023-06-26,2893,339,10,Social,Direct,Winter Campaign,Tablet,India,1,0,0
2023-06-22,2894,563,10,Organic,Organic Search,Spring Promo,Desktop,Canada,0,3,435
2023-06-15,2895,312,10,Social,Organic Search,Winter Campaign,Desktop,UK,1,2,170
2023-06-08,2896,415,7,Referral,Organic Search,,Tablet,Germany,1,0,0
2023-06-14,2897,172,6,Social,Organic Search,Winter Campaign,Tablet,Australia,0,2,206
2023-06-18,2898,149,6,Direct,Social Media,Winter Campaign,Desktop,Germany,0,2,198
2023-06-01,2899,186,10,Social,Direct,Winter Campaign,Desktop,UK,0,2,260
2023-06-22,2900,235,7,Referral,Social Media,Spring Promo,Mobile,Canada,1,2,108
2023-06-25,2901,442,7,Direct,Organic Search,Summer Sale,Desktop,USA,1,1,83
2023-06-22,2902,445,1,Organic,Direct,Spring Promo,Mobile,Germany,1,3,438
2023-06-19,2903,502,2,Direct,Referral,Winter Campaign,Mobile,Canada,0,0,0
2023-06-22,2904,302,4,Organic,Organic Search,Winter Campaign,Desktop,France,1,0,0
2023-06-15,2905,578,8,Organic,Social Media,,Mobile,Canada,0,0,0
2023-06-18,2906,144,4,Organic,Direct,Winter Campaign,Desktop,USA,0,3,267
2023-06-25,2907,86,3,Direct,Direct,,Mobile,India,1,1,78
2023-06-16,2908,460,3,Social,Organic Search,,Tablet,Germany,1,0,0
2023-06-15,2909,105,10,Social,Social Media,Winter Campaign,Mobile,Canada,0,0,0
2023-06-12,2910,142,6,Social,Direct,,Mobile,Australia,1,0,0
2023-06-28,2911,90,5,Social,Organic Search,,Tablet,France,0,0,0
2023-06-15,2912,589,9,Direct,Referral,Spring Promo,Tablet,UK,0,3,399
2023-06-18,2913,183,5,Direct,Social Media,,Desktop,France,1,0,0
2023-06-27,2914,139,6,Organic,Social Media,Spring Promo,Tablet,Australia,1,1,114
2023-06-29,2915,520,5,Referral,Social Media,Winter Campaign,Mobile,India,0,1,96
2023-06-15,2916,358,6,Referral,Referral,Winter Campaign,Desktop,USA,0,0,0
2023-06-04,2917,485,7,Social,Organic Search,Spring Promo,Tablet,India,1,2,114
2023-06-08,2918,357,7,Referral,Organic Search,,Tablet,Germany,1,0,0
2023-06-16,2919,460,4,Social,Direct,Winter Campaign,Desktop,USA,1,2,168
2023-06-26,2920,199,3,Referral,Direct,Winter Campaign,Tablet,USA,1,1,101
2023-06-01,2921,264,5,Direct,Referral,,Desktop,Germany,1,3,426
2023-06-13,2922,262,4,Direct,Referral,Summer Sale,Desktop,USA,0,2,174
2023-06-19,2923,129,4,Referral,Organic Search,Winter Campaign,Desktop,India,1,3,294
2023-06-28,2924,199,8,Direct,Direct,Summer Sale,Mobile,USA,0,2,252
2023-06-01,2925,265,9,Social,Referral,Spring Promo,Desktop,Canada,1,2,224
2023-06-08,2926,112,1,Social,Referral,,Mobile,Australia,0,2,170
2023-06-06,2927,177,4,Direct,Organic Search,Winter Campaign,Mobile,UK,1,0,0
2023-06-05,2928,281,5,Direct,Social Media,Summer Sale,Tablet,USA,1,3,360
2023-06-12,2929,472,6,Organic,Social Media,Winter Campaign,Tablet,France,1,2,268
2023-06-25,2930,295,2,Social,Referral,Spring Promo,Tablet,USA,1,3,171
2023-06-05,2931,336,10,Social,Social Media,Winter Campaign,Mobile,UK,0,3,327
2023-06-26,2932,553,5,Social,Referral,Winter Campaign,Mobile,Canada,1,2,288
2023-06-11,2933,159,1,Organic,Organic Search,,Tablet,Canada,0,2,250
2023-06-29,2934,507,5,Social,Social Media,Summer Sale,Tablet,UK,0,0,0
2023-06-30,2935,484,9,Direct,Social Media,Summer Sale,Mobile,Canada,0,2,158
2023-06-13,2936,270,9,Organic,Direct,,Mobile,UK,0,1,100
2023-06-23,2937,447,7,Social,Direct,,Tablet,USA,0,3,264
2023-06-18,2938,300,3,Direct,Direct,,Desktop,UK,1,2,270
2023-06-30,2939,218,1,Direct,Organic Search,,Desktop,Germany,0,2,132
2023-06-23,2940,466,3,Organic,Organic Search,,Mobile,India,1,2,162
2023-06-25,2941,201,9,Social,Social Media,,Desktop,France,0,2,228
2023-06-08,2942,179,4,Direct,Direct,Summer Sale,Tablet,France,0,2,154
2023-06-18,2943,358,3,Organic,Direct,Winter Campaign,Tablet,India,0,3,297
2023-06-01,2944,448,1,Social,Organic Search,Winter Campaign,Mobile,Canada,1,1,145
2023-06-13,2945,116,3,Organic,Organic Search,,Mobile,France,0,0,0
2023-06-30,2946,366,3,Referral,Direct,Winter Campaign,Tablet,Australia,1,0,0
2023-06-03,2947,128,10,Referral,Referral,Winter Campaign,Mobile,UK,1,1,77
2023-06-19,2948,223,4,Organic,Social Media,Spring Promo,Mobile,Australia,0,3,318
2023-06-02,2949,554,9,Referral,Referral,Spring Promo,Mobile,UK,1,2,118
2023-06-13,2950,551,10,Direct,Organic Search,,Tablet,UK,1,2,294
2023-06-13,2951,579,4,Organic,Direct,Spring Promo,Tablet,India,0,3,426
2023-06-05,2952,77,3,Referral,Organic Search,Summer Sale,Tablet,Germany,1,3,303
2023-06-14,2953,72,4,Organic,Direct,Summer Sale,Mobile,France,1,2,258
2023-06-14,2954,528,5,Referral,Social Media,Winter Campaign,Desktop,USA,0,1,61
2023-06-29,2955,304,5,Organic,Social Media,Spring Promo,Mobile,Australia,1,3,384
2023-06-12,2956,356,2,Referral,Direct,Spring Promo,Mobile,France,1,2,252
2023-06-09,2957,432,7,Organic,Direct,,Mobile,Germany,1,0,0
2023-06-30,2958,475,1,Referral,Referral,Winter Campaign,Mobile,Canada,1,0,0
2023-06-24,2959,396,4,Referral,Organic Search,Summer Sale,Tablet,USA,1,0,0
2023-06-18,2960,470,8,Social,Organic Search,,Desktop,Canada,0,1,68
2023-06-01,2961,326,4,Referral,Organic Search,Spring Promo,Mobile,UK,1,2,266
2023-06-10,2962,398,3,Direct,Direct,Summer Sale,Tablet,UK,0,0,0
2023-06-08,2963,554,6,Organic,Organic Search,Spring Promo,Tablet,UK,1,3,345
2023-06-15,2964,207,3,Organic,Direct,Spring Promo,Desktop,France,0,2,134
2023-06-11,2965,409,1,Organic,Direct,,Tablet,Australia,1,2,294
2023-06-13,2966,218,6,Referral,Social Media,,Mobile,USA,0,1,118
2023-06-13,2967,108,7,Referral,Referral,Summer Sale,Desktop,Germany,0,2,194
2023-06-27,2968,119,9,Direct,Referral,Summer Sale,Tablet,Australia,0,2,276
2023-06-19,2969,111,9,Social,Direct,,Desktop,UK,0,3,435
2023-06-29,2970,481,10,Organic,Referral,Winter Campaign,Desktop,UK,0,1,66
2023-06-12,2971,482,5,Referral,Organic Search,Spring Promo,Desktop,India,1,0,0
2023-06-03,2972,570,10,Social,Social Media,Winter Campaign,Mobile,Australia,1,1,139
2023-06-27,2973,102,7,Direct,Direct,Spring Promo,Tablet,India,1,3,273
2023-06-27,2974,383,4,Social,Social Media,Winter Campaign,Mobile,USA,0,2,262
2023-06-02,2975,367,8,Referral,Direct,Spring Promo,Tablet,France,0,1,101
2023-06-03,2976,368,6,Organic,Direct,Spring Promo,Mobile,USA,1,3,363
2023-06-10,2977,249,5,Organic,Direct,,Tablet,UK,0,3,198
2023-06-10,2978,175,10,Organic,Organic Search,,Mobile,Canada,1,0,0
2023-06-06,2979,141,2,Direct,Organic Search,Winter Campaign,Mobile,India,0,3,324
2023-06-20,2980,290,3,Direct,Social Media,,Desktop,Australia,1,0,0
2023-06-13,2981,224,9,Direct,Social Media,Spring Promo,Tablet,France,0,0,0
2023-06-14,2982,186,7,Organic,Referral,,Tablet,Canada,1,2,160
2023-06-24,2983,304,10,Referral,Social Media,Spring Promo,Mobile,Canada,1,3,177
2023-06-21,2984,144,6,Organic,Organic Search,,Mobile,Australia,1,0,0
2023-06-03,2985,527,5,Social,Social Media,Spring Promo,Mobile,India,0,1,137
2023-06-23,2986,275,3,Referral,Social Media,Winter Campaign,Mobile,India,1,3,174
2023-06-24,2987,227,3,Social,Organic Search,Winter Campaign,Desktop,France,0,2,204
2023-06-11,2988,227,7,Organic,Social Media,,Mobile,Canada,1,3,429
2023-06-08,2989,461,3,Referral,Direct,,Desktop,UK,0,2,290
2023-06-18,2990,569,7,Organic,Organic Search,Summer Sale,Tablet,India,0,3,432
2023-06-17,2991,464,7,Direct,Referral,Spring Promo,Tablet,Canada,1,3,447
2023-06-25,2992,60,7,Social,Social Media,Summer Sale,Tablet,Australia,1,0,0
2023-06-20,2993,198,9,Organic,Organic Search,Spring Promo,Mobile,Germany,0,1,107
2023-06-26,2994,134,2,Social,Social Media,Spring Promo,Desktop,India,1,3,321
2023-06-16,2995,215,10,Direct,Referral,Winter Campaign,Mobile,Canada,0,3,441
2023-06-27,2996,145,5,Social,Organic Search,,Mobile,France,1,2,298
2023-06-07,2997,578,2,Direct,Direct,,Mobile,Australia,0,2,274
2023-06-30,2998,502,2,Social,Direct,Spring Promo,Tablet,Canada,1,2,278
2023-06-05,2999,490,7,Social,Organic Search,Winter Campaign,Tablet,Australia,0,0,0
2023-06-15,3000,87,3,Organic,Social Media,Spring Promo,Tablet,Canada,1,2,192
2023-06-19,3001,367,6,Social,Direct,Summer Sale,Desktop,USA,0,0,0
2023-06-23,3002,251,8,Direct,Referral,Summer Sale,Mobile,Australia,1,1,70
2023-06-26,3003,303,9,Social,Referral,Winter Campaign,Tablet,USA,0,0,0
2023-06-26,3004,540,1,Social,Referral,Winter Campaign,Tablet,India,0,1,110
2023-06-19,3005,292,2,Referral,Social Media,Winter Campaign,Mobile,India,0,1,145
2023-06-07,3006,530,1,Social,Social Media,,Tablet,Canada,1,1,55
2023-06-09,3007,295,8,Social,Direct,Summer Sale,Desktop,India,1,1,122
2023-06-24,3008,580,10,Referral,Organic Search,Summer Sale,Desktop,Germany,0,2,150
2023-06-08,3009,349,9,Referral,Organic Search,,Mobile,Australia,1,1,63
2023-06-10,3010,482,4,Referral,Referral,Winter Campaign,Mobile,Germany,1,2,296
2023-06-15,3011,374,3,Referral,Direct,Spring Promo,Tablet,Australia,1,3,261
2023-06-25,3012,521,8,Referral,Direct,Spring Promo,Tablet,UK,0,2,234
2023-06-21,3013,178,10,Referral,Referral,Spring Promo,Tablet,USA,1,1,141
2023-06-10,3014,306,6,Referral,Referral,Winter Campaign,Tablet,Germany,0,1,142
2023-06-05,3015,254,6,Social,Organic Search,Summer Sale,Mobile,UK,1,1,138
2023-06-26,3016,488,10,Direct,Direct,Summer Sale,Desktop,Canada,1,3,333
2023-06-10,3017,242,4,Organic,Social Media,,Desktop,Canada,0,2,228
2023-06-07,3018,144,3,Organic,Referral,Winter Campaign,Desktop,Australia,0,1,112
2023-06-11,3019,122,4,Direct,Direct,,Mobile,Canada,1,1,73
2023-06-03,3020,540,6,Social,Organic Search,Summer Sale,Tablet,India,0,1,61
2023-06-10,3021,600,1,Referral,Organic Search,,Mobile,UK,0,2,166
2023-06-04,3022,425,4,Referral,Organic Search,,Tablet,USA,0,1,57
2023-06-02,3023,484,3,Social,Direct,Spring Promo,Desktop,France,1,2,248
2023-06-23,3024,206,3,Direct,Direct,Summer Sale,Mobile,UK,0,2,184
2023-06-20,3025,459,8,Direct,Organic Search,Spring Promo,Tablet,India,1,2,126
2023-06-22,3026,71,2,Social,Direct,Winter Campaign,Desktop,Australia,1,1,104
2023-06-30,3027,244,5,Referral,Organic Search,Summer Sale,Tablet,UK,1,1,141
2023-06-08,3028,203,7,Social,Social Media,Spring Promo,Desktop,France,1,0,0
2023-06-13,3029,534,10,Social,Organic Search,Winter Campaign,Mobile,France,1,3,396
2023-06-23,3030,141,5,Organic,Organic Search,,Desktop,Canada,1,2,234
2023-06-14,3031,435,6,Social,Referral,Winter Campaign,Mobile,USA,0,2,116
2023-06-03,3032,123,1,Referral,Referral,,Tablet,Germany,1,3,159
2023-06-15,3033,295,2,Organic,Direct,Winter Campaign,Tablet,Germany,0,0,0
2023-06-24,3034,406,6,Direct,Direct,Spring Promo,Mobile,Canada,0,0,0
2023-06-01,3035,448,1,Referral,Social Media,Summer Sale,Tablet,Germany,0,0,0
2023-06-02,3036,66,6,Referral,Direct,Winter Campaign,Desktop,France,0,2,220
2023-06-16,3037,383,3,Organic,Social Media,Summer Sale,Tablet,France,1,3,297
2023-06-18,3038,500,2,Referral,Social Media,Winter Campaign,Desktop,France,0,2,102
2023-06-28,3039,419,2,Referral,Social Media,Summer Sale,Desktop,Germany,0,1,112
2023-06-10,3040,485,3,Social,Direct,,Tablet,UK,1,0,0
2023-06-18,3041,255,1,Referral,Social Media,,Desktop,Germany,0,0,0
2023-06-12,3042,208,5,Organic,Organic Search,Winter Campaign,Desktop,Australia,0,0,0
2023-06-23,3043,474,9,Referral,Social Media,Winter Campaign,Desktop,Canada,1,0,0
2023-06-04,3044,409,9,Referral,Direct,Winter Campaign,Mobile,USA,0,1,121
2023-06-21,3045,505,1,Social,Social Media,Spring Promo,Tablet,Australia,0,2,114
2023-06-10,3046,132,10,Organic,Referral,Spring Promo,Desktop,India,0,1,141
2023-06-26,3047,532,5,Referral,Organic Search,Spring Promo,Mobile,USA,0,0,0
2023-06-08,3048,347,8,Referral,Direct,,Tablet,UK,1,1,90
2023-06-28,3049,204,3,Social,Direct,Summer Sale,Desktop,Canada,1,1,51
2023-06-15,3050,200,8,Social,Referral,Summer Sale,Mobile,Australia,1,2,238
2023-06-03,3051,402,8,Social,Referral,Summer Sale,Tablet,France,1,1,138
2023-06-01,3052,170,5,Organic,Social Media,Winter Campaign,Tablet,UK,1,0,0
2023-06-24,3053,508,2,Social,Direct,Winter Campaign,Tablet,UK,1,0,0
2023-06-24,3054,516,5,Organic,Direct,Spring Promo,Mobile,Germany,1,2,224
2023-06-23,3055,126,6,Organic,Direct,,Desktop,Australia,1,0,0
2023-06-23,3056,421,1,Organic,Referral,Summer Sale,Desktop,USA,0,1,133
2023-06-10,3057,185,2,Organic,Social Media,Spring Promo,Tablet,Australia,1,1,78
2023-06-24,3058,310,8,Social,Direct,Summer Sale,Mobile,USA,1,3,225
2023-06-09,3059,338,2,Referral,Direct,Spring Promo,Desktop,France,0,2,222
2023-06-19,3060,520,5,Organic,Organic Search,,Tablet,France,0,3,198
2023-06-14,3061,158,8,Organic,Social Media,Winter Campaign,Tablet,UK,1,1,115
2023-06-14,3062,282,8,Organic,Social Media,Winter Campaign,Desktop,UK,1,2,140
2023-06-01,3063,249,8,Organic,Direct,,Desktop,Australia,0,0,0
2023-06-16,3064,303,5,Direct,Direct,Summer Sale,Desktop,USA,1,2,272
2023-06-25,3065,595,1,Referral,Organic Search,,Mobile,UK,0,3,207
2023-06-03,3066,162,1,Social,Organic Search,,Mobile,UK,1,1,148
2023-06-25,3067,79,2,Referral,Organic Search,Summer Sale,Tablet,Canada,0,2,178
2023-06-30,3068,250,7,Direct,Organic Search,Winter Campaign,Tablet,Canada,1,0,0
2023-06-03,3069,542,5,Social,Direct,Winter Campaign,Mobile,Germany,0,3,327
2023-06-01,3070,511,6,Social,Referral,Winter Campaign,Desktop,Australia,1,2,210
2023-06-14,3071,312,10,Referral,Referral,Summer Sale,Mobile,Australia,0,0,0
2023-06-17,3072,547,6,Social,Referral,Summer Sale,Desktop,Australia,0,3,372
2023-06-26,3073,425,7,Organic,Direct,Summer Sale,Mobile,India,1,3,402
2023-06-06,3074,219,4,Referral,Referral,,Desktop,USA,0,3,177
2023-06-28,3075,240,9,Direct,Referral,Winter Campaign,Mobile,UK,0,2,232
2023-06-14,3076,133,8,Social,Social Media,Winter Campaign,Desktop,UK,0,2,160
2023-06-27,3077,262,6,Organic,Social Media,,Desktop,USA,1,1,84
2023-06-04,3078,213,10,Direct,Social Media,Winter Campaign,Desktop,Germany,1,0,0
2023-06-09,3079,402,9,Organic,Direct,Winter Campaign,Tablet,Australia,0,2,170
2023-06-25,3080,427,10,Social,Referral,Summer Sale,Mobile,UK,1,0,0
2023-06-26,3081,565,7,Direct,Direct,Summer Sale,Mobile,USA,0,0,0
2023-06-08,3082,468,3,Referral,Referral,Spring Promo,Tablet,France,0,2,130
2023-06-12,3083,405,8,Social,Social Media,Spring Promo,Tablet,Germany,0,3,267
2023-06-24,3084,569,6,Referral,Social Media,Spring Promo,Mobile,France,0,2,130
2023-06-09,3085,238,2,Direct,Social Media,Summer Sale,Desktop,Canada,1,1,81
2023-06-25,3086,407,4,Organic,Social Media,Summer Sale,Desktop,France,0,1,107
2023-06-07,3087,185,10,Referral,Direct,Summer Sale,Desktop,Canada,0,1,130
2023-06-27,3088,358,9,Organic,Referral,,Desktop,UK,0,0,0
2023-06-14,3089,349,1,Direct,Organic Search,,Tablet,UK,0,2,206
2023-06-23,3090,549,2,Social,Referral,,Tablet,Germany,0,3,252
2023-06-13,3091,296,6,Referral,Referral,Winter Campaign,Tablet,UK,0,3,444
2023-06-28,3092,122,1,Direct,Referral,Spring Promo,Tablet,India,0,3,348
2023-06-08,3093,525,1,Referral,Organic Search,,Mobile,Germany,0,2,250
2023-06-05,3094,418,6,Organic,Organic Search,Summer Sale,Tablet,France,0,2,224
2023-06-20,3095,274,8,Social,Direct,Summer Sale,Desktop,France,1,3,309
2023-06-04,3096,489,9,Referral,Direct,Winter Campaign,Mobile,Germany,0,1,141
2023-06-30,3097,254,2,Direct,Direct,,Desktop,UK,1,3,213
2023-06-30,3098,197,4,Referral,Organic Search,Winter Campaign,Tablet,Germany,0,0,0
2023-06-08,3099,115,3,Referral,Organic Search,Spring Promo,Desktop,France,1,3,414
2023-06-22,3100,126,9,Organic,Referral,Summer Sale,Mobile,USA,0,1,56
2023-06-11,3101,377,5,Organic,Organic Search,Winter Campaign,Mobile,Australia,0,1,141
2023-06-09,3102,526,5,Social,Direct,,Desktop,UK,0,1,94
2023-06-12,3103,294,10,Organic,Social Media,Winter Campaign,Mobile,UK,0,0,0
2023-06-18,3104,90,1,Organic,Direct,Spring Promo,Mobile,India,0,0,0
2023-06-15,3105,226,2,Social,Social Media,Winter Campaign,Tablet,India,1,1,56
2023-06-09,3106,401,7,Direct,Referral,Winter Campaign,Mobile,India,0,3,384
2023-06-20,3107,428,2,Organic,Organic Search,Summer Sale,Desktop,USA,0,2,292
2023-06-24,3108,189,9,Referral,Direct,Summer Sale,Desktop,Germany,1,3,438
2023-06-17,3109,106,3,Direct,Referral,Spring Promo,Tablet,USA,0,2,224
2023-06-15,3110,332,2,Social,Organic Search,Winter Campaign,Desktop,Canada,0,3,363
2023-06-26,3111,583,1,Referral,Social Media,Winter Campaign,Tablet,India,1,2,254
2023-06-09,3112,578,1,Organic,Social Media,,Tablet,USA,0,2,156
2023-06-01,3113,167,4,Social,Direct,Summer Sale,Mobile,Canada,1,2,142
2023-06-01,3114,178,9,Referral,Organic Search,Winter Campaign,Desktop,UK,1,0,0
2023-06-03,3115,166,9,Direct,Social Media,Winter Campaign,Tablet,France,1,2,198
2023-06-06,3116,106,3,Social,Direct,Winter Campaign,Tablet,UK,0,3,168
2023-06-20,3117,81,7,Direct,Organic Search,,Desktop,UK,1,1,51
2023-06-28,3118,133,10,Social,Social Media,,Mobile,Australia,1,1,73
2023-06-13,3119,337,4,Social,Direct,Winter Campaign,Mobile,India,0,1,115
2023-06-13,3120,168,10,Social,Organic Search,Spring Promo,Tablet,Australia,1,1,106
2023-06-12,3121,189,1,Organic,Organic Search,Winter Campaign,Desktop,Germany,1,3,198
2023-06-21,3122,248,1,Social,Organic Search,Spring Promo,Mobile,India,1,1,130
2023-06-16,3123,189,6,Referral,Referral,Spring Promo,Mobile,UK,0,0,0
2023-06-08,3124,401,5,Social,Direct,,Desktop,UK,0,0,0
2023-06-15,3125,395,6,Referral,Referral,Winter Campaign,Mobile,Australia,1,1,112
2023-06-04,3126,451,1,Referral,Direct,Spring Promo,Mobile,USA,1,0,0
2023-06-29,3127,495,7,Social,Referral,,Desktop,Australia,1,1,69
2023-06-13,3128,266,1,Organic,Organic Search,Spring Promo,Mobile,USA,1,3,336
2023-06-18,3129,314,6,Social,Organic Search,Spring Promo,Mobile,Canada,0,3,315
2023-06-13,3130,427,6,Direct,Organic Search,Winter Campaign,Desktop,USA,1,2,300
2023-06-08,3131,356,6,Organic,Social Media,Winter Campaign,Tablet,France,0,1,87
2023-06-20,3132,339,9,Organic,Direct,Winter Campaign,Tablet,USA,0,1,113
2023-06-26,3133,338,2,Referral,Referral,Spring Promo,Desktop,UK,1,2,282
2023-06-18,3134,479,9,Direct,Organic Search,Summer Sale,Tablet,Canada,0,3,423
2023-06-17,3135,521,5,Organic,Direct,Winter Campaign,Mobile,Australia,0,1,103
2023-06-30,3136,191,8,Social,Social Media,Winter Campaign,Desktop,USA,0,1,142
2023-06-04,3137,232,8,Referral,Organic Search,Summer Sale,Mobile,Canada,0,2,230
2023-06-25,3138,143,4,Organic,Organic Search,Winter Campaign,Desktop,Canada,0,1,61
